name,type,url,lvl,Vitality,Wisdom,Strength,Intelligence,Chance,Agility,Power,AP,MP,Range,Summon,Critical Hit,Initiative,Prospection,Lock,Dodge,AP Reduction,MP Reduction,AP Res,MP Res,Push Res.,Crit. Res,Pods,Trap Damage,%Trap Dam,Damage,Neutral Damage,Earth Damage,Fire Damage,Water Damage,Air Damage,Crit. Damage,Push Damage,Heal,Neutral Res.,Earth Res.,Fire Res.,Water Res.,Air Res.,%Neutral Res,%Earth Res,%Fire Res,%Water Res,%Air Res,Critical Hit,%Melee Res,%Range Res
Capewaïï,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14600-capewaii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninchapeau Blanc,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14615-ninchapeau-blanc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninjacape Blanche,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14616-ninjacape-blanche,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragoucoiffe rose,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14631-dragoucoiffe-rose,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casque du Samouraï,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14796-casque-samourai,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape du Samouraï,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14797-cape-samourai,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capolita,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14805-capolita,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caskarnaval,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15097-caskarnaval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marteau du Ballotin,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15125-marteau-ballotin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epéclair,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15757-epeclair,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boucliéclair,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15759-bouclieclair,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier de chantier,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15767-bouclier-chantier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape éclatante,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15770-cape-eclatante,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandrog,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15790-mandrog,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape de l'Empereur,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15797-cape-empereur,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guertrude,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15814-guertrude,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baguette Raja,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15820-baguette-raja,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape des os croisés,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15830-cape-os-croises,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Nata,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15842-cape-nata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier des os croisés,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15846-bouclier-os-croises,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumache,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15856-plumache,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumoclier,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15858-plumoclier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffengrenage,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15865-coiffengrenage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bâton XIV,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15867-baton-xiv,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape XIV,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15869-cape-xiv,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape d'Halouine,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16016-cape-halouine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier d'Halouine,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16017-bouclier-halouine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Épée d'Halouine,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16033-epee-halouine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapeau en Pain d'Épice,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16068-chapeau-pain-epice,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaprintanier,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/16237-chaprintanier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerbouille,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17004-gerbouille,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casque Tactile,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17215-casque-tactile,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelle de l'Agence Touriste,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17287-pelle-agence-touriste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier des Redroz,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17289-bouclier-redroz,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffe de Marline,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17491-coiffe-marline,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casque du Garde Royal,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17505-casque-garde-royal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier de Dramak,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18093-bouclier-dramak,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Chasseur de Trooll,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18315-bouclier-chasseur-trooll,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier de Katar,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18483-bouclier-katar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pholaine,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18500-pholaine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffe de Guilde,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18580-coiffe-guilde,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmoiffe,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18805-magmoiffe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magclier,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18807-magclier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffe Zadioc,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18883-coiffe-zadioc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tofu Brâkmarien,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18955-tofu-brakmarien,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boune Ventru,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19003-boune-ventru,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boune Charmant,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19013-boune-charmant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masque Toxique,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19156-masque-toxique,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier de l'Ancienne Sufokia,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19157-bouclier-ancienne-sufokia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carapace du Ninja Vert,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19197-carapace-ninja-vert,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizzaclier du Ninja Vert,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19198-pizzaclier-ninja-vert,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godron Mesuré,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19350-godron-mesure,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godron Brâkmarien,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19370-godron-brakmarien,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapeau Colorivant,Objet vivant,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19526-chapeau-colorivant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Façonneur Primordial,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19536-bouclier-faconneur-primordial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Façomage Primordial,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19537-bouclier-facomage-primordial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Forgemage Primordial,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19539-bouclier-forgemage-primordial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Sculpteur Primordial,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19540-bouclier-sculpteur-primordial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape du Scarab,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19614-cape-scarab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Lagomorphe,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19723-cape-lagomorphe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Mélodieuse,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19724-cape-melodieuse,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffe Dragosaure,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19992-coiffe-dragosaure,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier Dragosaure,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19994-bouclier-dragosaure,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masque Temporis I,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20031-masque-temporis-i,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape du Forban,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20072-cape-forban,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouloute d'Halouine,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20136-bouloute-halouine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonavent,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20299-bonavent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier Roas’Inge,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20319-bouclier-roas-inge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storf,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20320-storf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadob'Ivalen,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20325-cadob-ivalen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikip,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20326-pikip,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pykagla,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20327-pykagla,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casque Dragombre,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20368-casque-dragombre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Dragombre,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20369-cape-dragombre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saponnet de Nowel 648,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20646-saponnet-nowel-648,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salar,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20665-salar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casque d'Hyrkul,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/20678-casque-hyrkul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottes Usées d'Hogmeiser,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/911-bottes-usees-hogmeiser,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astrocoiffe,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1090-astrocoiffe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artefact Eau,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/1631-artefact-eau,1,-10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mégacape,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2517-megacape,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Vioutifoule,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2518-cape-vioutifoule,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Banale,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6800-cape-banale,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Géniallissime Coiffe de Torte Hou,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6958-geniallissime-coiffe-torte-hou,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tête de Citwouille,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8162-tete-citwouille,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le S'Mesme,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8538-mesme,1,7,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epée qui Pète,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8676-epee-pete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffe de Goultard,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9185-coiffe-goultard,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epée de Pym,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9191-epee-pym,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caskogato,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9194-caskogato,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Obvijevan,Objet vivant,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9233-cape-obvijevan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapeau Obvijevan,Objet vivant,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9234-chapeau-obvijevan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anneau Obvijevan,Objet vivant,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9256-anneau-obvijevan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Cristalline,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9451-cape-cristalline,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poshoclier,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9481-poshoclier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandeau Papayou,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/9652-bandeau-papayou,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier trophée du Dark Vlad,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10158-bouclier-trophee-dark-vlad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier trophée du Chêne Mou,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10160-bouclier-trophee-chene-mou,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape de Noké,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10185-cape-noke,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier des Bouftons Rouges,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10556-bouclier-bouftons-rouges,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier de l'Alchimiste Primordial,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10934-bouclier-alchimiste-primordial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Forgemage de Pelles Primordial,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10943-bouclier-forgemage-pelles-primordial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Cordomage Primordial,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10951-bouclier-cordomage-primordial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape du Corbeau Noir,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10957-cape-corbeau-noir,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pik Epik du Corbeau Noir,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/10959-pik-epik-corbeau-noir,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epée Hondbaz,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11041-epee-hondbaz,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape de Grilliane,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11089-cape-grilliane,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caplume,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11376-caplume,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapeaudron,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12058-chapeaudron,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marteau de Percimol,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12203-marteau-percimol,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amulette de Mister Amakna,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12528-amulette-mister-amakna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amulette de Miss Monde des Douze,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12531-amulette-miss-monde-douze,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Champion 640,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12796-bouclier-champion-640,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Champion 641,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12797-bouclier-champion-641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier du Survivant,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12798-bouclier-survivant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caprinière,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12884-capriniere,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladiaton,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12886-gladiaton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape de Féline,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13021-cape-feline,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masque de Taff,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13209-masque-taff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amulette de Mini-Mister Amakna,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13272-amulette-mini-mister-amakna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bâton Rouge,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13295-baton-rouge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capokami,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13319-capokami,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier Hispanique Doré,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13469-bouclier-hispanique-dore,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krosmapeau,Objet d'apparat,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13483-krosmapeau,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouclier de Kéké,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13712-bouclier-keke,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
